sym,tf,group,cond,h,win,n,mean_pips,t
GBPUSD,60min,hour,h05,8,is,507,-4.256410256410269,-2.078589832344558
GBPUSD,60min,hour,h05,8,oos,374,0.6788770053475941,0.3994298712690664
GBPUSD,60min,hour,h06,8,is,507,-3.9856015779092777,-1.6167251682849613
GBPUSD,60min,hour,h06,8,oos,374,0.9915775401070004,0.533959825967677
GBPUSD,60min,hour,h07,8,is,507,-1.8901380670611674,-0.7231994021142197
GBPUSD,60min,hour,h07,8,oos,374,0.3923796791443614,0.20431701495510182
GBPUSD,60min,hour,h08,8,is,507,-0.914398422090747,-0.33762469802038053
GBPUSD,60min,hour,h08,8,oos,374,-0.3840909090908666,-0.1963454565539664
GBPUSD,60min,hour,h09,8,is,507,-1.1593688362919097,-0.442951843842033
GBPUSD,60min,hour,h09,8,oos,374,-0.6494652406417564,-0.33839119650444155
GBPUSD,60min,hour,h10,8,is,507,-0.8662721893491027,-0.3575012250576089
GBPUSD,60min,hour,h10,8,oos,374,-0.42553475935829843,-0.21704814506656617
GBPUSD,60min,hour,h11,8,is,507,-0.02741617357007697,-0.011461830201941667
GBPUSD,60min,hour,h11,8,oos,374,0.21818181818188204,0.11255903273043892
GBPUSD,60min,hour,h12,8,is,507,1.9801775147929255,0.8146033722337367
GBPUSD,60min,hour,h12,8,oos,374,-0.5036096256683644,-0.25842553974982996
GBPUSD,60min,hour,h13,8,is,507,2.918639053254428,1.2907985495255416
GBPUSD,60min,hour,h13,8,oos,374,-0.7094919786096485,-0.38233414524712794
GBPUSD,60min,hour,h14,8,is,507,3.0047337278106356,1.6563727546091527
GBPUSD,60min,hour,h14,8,oos,374,-0.5891711229946828,-0.3485594953368581
GBPUSD,60min,hour,h15,8,is,507,1.4493096646942798,0.9386648160419557
GBPUSD,60min,hour,h15,8,oos,374,-0.09224598930474641,-0.06498631001026747
GBPUSD,60min,hour,h16,8,is,507,1.0141025641026038,0.7162340174199758
GBPUSD,60min,hour,h16,8,oos,374,0.9307486631016104,0.7954089626048106
GBPUSD,60min,hour,h17,8,is,507,0.7075936883629127,0.42581940473348784
GBPUSD,60min,hour,h17,8,oos,373,2.548257372654223,1.4941557168208477
GBPUSD,60min,hour,h18,8,is,507,0.44526627218942827,0.2845208878772165
GBPUSD,60min,hour,h18,8,oos,373,1.953753351206416,1.208956482527244
GBPUSD,60min,hour,h19,8,is,507,1.1398422090730704,0.814331338002816
GBPUSD,60min,hour,h19,8,oos,373,2.036193029490538,1.2820108967576154
GBPUSD,60min,hour,h20,8,is,507,-0.2714990138068251,-0.20499856041385225
GBPUSD,60min,hour,h20,8,oos,373,2.4723860589812614,1.5404425012043146
GBPUSD,60min,hour,h21,8,is,507,-0.39911242603546804,-0.29243716063457514
GBPUSD,60min,hour,h21,8,oos,373,2.1564343163539004,1.3148575199592263
GBPUSD,60min,hour,h22,8,is,507,-0.6060157790926735,-0.43888368834318614
GBPUSD,60min,hour,h22,8,oos,373,1.6611260053619126,0.9441333239545542
GBPUSD,60min,hour,h23,8,is,507,-1.3783037475345068,-0.9617680770942502
GBPUSD,60min,hour,h23,8,oos,373,1.7428954423591723,0.9586876012884114
GBPUSD,60min,dow,dow0,8,is,2047,2.3720566682950843,2.7624935413317457
GBPUSD,60min,dow,dow0,8,oos,1523,0.5432370321733291,0.5571557474401806
GBPUSD,60min,dow,dow1,8,is,1929,-2.7824779678590184,-2.5388875058146523
GBPUSD,60min,dow,dow1,8,oos,1549,3.4745642349903276,4.297096576930133
GBPUSD,60min,dow,dow2,8,is,1998,-0.7857107107107226,-0.7608009213143146
GBPUSD,60min,dow,dow2,8,oos,1547,-0.34990303813833457,-0.35894636444807165
GBPUSD,60min,dow,dow3,8,is,2139,0.7657784011220619,0.658328230545848
GBPUSD,60min,dow,dow3,8,oos,1455,-1.4914776632302413,-1.5449746262359099
GBPUSD,60min,dow,dow4,8,is,2071,-1.9158619024625787,-1.8892108257905835
GBPUSD,60min,dow,dow4,8,oos,1446,-0.194294605809162,-0.23726957414964323
GBPUSD,60min,vol,vol_low,8,is,3923,-1.0413331633953733,-2.2290096501755237
GBPUSD,60min,vol,vol_low,8,oos,3021,1.2253558424362991,2.733174343695123
GBPUSD,60min,vol,vol_mid,8,is,3855,-0.9970428015564288,-1.3842173954900554
GBPUSD,60min,vol,vol_mid,8,oos,2985,0.30443886097151635,0.4808738495737814
GBPUSD,60min,vol,vol_high,8,is,4009,0.15439012222501527,0.1813282520265849
GBPUSD,60min,vol,vol_high,8,oos,3085,0.5780713128038781,0.8367749549074797
GBPUSD,60min,z50,z<-2,8,is,947,1.7464625131995886,1.1203488238780908
GBPUSD,60min,z50,z<-2,8,oos,622,2.792684887459767,2.2914980701625463
GBPUSD,60min,z50,z-2..-1,8,is,2393,-1.0250313414124688,-1.0732697077923783
GBPUSD,60min,z50,z-2..-1,8,oos,1659,2.8403556359252318,3.6682100891371308
GBPUSD,60min,z50,z-1..1,8,is,5863,-0.8571209278526409,-1.5688087933921682
GBPUSD,60min,z50,z-1..1,8,oos,4242,-1.7942479962281774,-3.4468100934975676
GBPUSD,60min,z50,z1..2,8,is,2134,-1.1289831302717594,-1.2415647015769913
GBPUSD,60min,z50,z1..2,8,oos,1853,2.3816513761467686,3.226846290691099
GBPUSD,60min,z50,z>2,8,is,900,1.131222222222217,0.7555208373071877
GBPUSD,60min,z50,z>2,8,oos,715,4.39538461538466,3.2620750665623786
GBPUSD,60min,mom4,mom4-,8,is,5263,-0.24294128823866815,-0.37210821059143984
GBPUSD,60min,mom4,mom4-,8,oos,3792,0.7499736286919624,1.3183728925561968
GBPUSD,60min,mom4,mom4+,8,is,5239,-0.6735254819621705,-1.0679045905041664
GBPUSD,60min,mom4,mom4+,8,oos,3966,0.4193519919314184,0.7472300224206997
GBPUSD,60min,mom24,mom24-,8,is,6247,-0.7834160396990568,-1.3715037228094629
GBPUSD,60min,mom24,mom24-,8,oos,4369,-0.09471274891280124,-0.19675180803331377
GBPUSD,60min,mom24,mom24+,8,is,5899,-0.3902525851839243,-0.7125140181051298
GBPUSD,60min,mom24,mom24+,8,oos,4646,1.3195544554455467,2.627507079645392
GBPUSD,60min,hour,h00,24,is,625,-2.4125600000000382,-0.8564368704285392
GBPUSD,60min,hour,h00,24,oos,496,2.1205645161290874,0.844794685457562
GBPUSD,60min,hour,h01,24,is,507,-1.5824457593688064,-0.4616590921132981
GBPUSD,60min,hour,h01,24,oos,373,2.109919571045546,0.6925013178280089
GBPUSD,60min,hour,h02,24,is,507,-1.7868836291913288,-0.5224309513352529
GBPUSD,60min,hour,h02,24,oos,373,2.222922252010762,0.7430623863703989
GBPUSD,60min,hour,h03,24,is,507,-1.5961538461538571,-0.4715165926926171
GBPUSD,60min,hour,h03,24,oos,373,2.154557640750634,0.7316963286792395
GBPUSD,60min,hour,h04,24,is,507,-1.6436883629191388,-0.4880890952865228
GBPUSD,60min,hour,h04,24,oos,373,2.0802949061662335,0.7016330338440264
GBPUSD,60min,hour,h05,24,is,507,-1.7368836291913083,-0.5147921523337661
GBPUSD,60min,hour,h05,24,oos,373,2.1214477211796163,0.726534956893662
GBPUSD,60min,hour,h06,24,is,507,-1.5868836291913153,-0.4677739108236844
GBPUSD,60min,hour,h06,24,oos,373,2.0502680965147477,0.6908711234834304
GBPUSD,60min,hour,h07,24,is,507,-1.8191321499013946,-0.5363196937381788
GBPUSD,60min,hour,h07,24,oos,373,2.010723860589776,0.6791136792416312
GBPUSD,60min,hour,h08,24,is,507,-1.5160749506903444,-0.4464735496208546
GBPUSD,60min,hour,h08,24,oos,373,1.9597855227882257,0.6377108441031912
GBPUSD,60min,hour,h09,24,is,507,-1.7763313609467408,-0.5142851810141494
GBPUSD,60min,hour,h09,24,oos,373,1.815281501340486,0.5886680645342477
GBPUSD,60min,hour,h10,24,is,507,-1.6169625246548132,-0.48266578742411625
GBPUSD,60min,hour,h10,24,oos,373,1.8848525469169155,0.6052453621108725
GBPUSD,60min,hour,h11,24,is,507,-1.5357001972386772,-0.4683259896443957
GBPUSD,60min,hour,h11,24,oos,373,2.301742627345833,0.7470170097100598
GBPUSD,60min,hour,h12,24,is,507,-1.6843195266272086,-0.5039326743007189
GBPUSD,60min,hour,h12,24,oos,373,2.198659517426277,0.7056102421540201
GBPUSD,60min,hour,h13,24,is,507,-1.5280078895463547,-0.46859133364002364
GBPUSD,60min,hour,h13,24,oos,373,2.125603217158167,0.69745192386215
GBPUSD,60min,hour,h14,24,is,507,-1.276824457593666,-0.3918573497918623
GBPUSD,60min,hour,h14,24,oos,373,2.2699731903485025,0.74729684816289
GBPUSD,60min,hour,h15,24,is,507,-1.715877712031583,-0.5229237201146751
GBPUSD,60min,hour,h15,24,oos,373,2.1329758713137106,0.7080145115151857
GBPUSD,60min,hour,h16,24,is,507,-1.478994082840242,-0.43667656562136803
GBPUSD,60min,hour,h16,24,oos,373,2.3235924932975816,0.7702692529572508
GBPUSD,60min,hour,h17,24,is,507,-1.870808678500992,-0.5517504491523113
GBPUSD,60min,hour,h17,24,oos,373,2.205093833780159,0.7255275046594751
GBPUSD,60min,hour,h18,24,is,507,-2.0022682445759195,-0.5950265198278581
GBPUSD,60min,hour,h18,24,oos,373,1.9462466487935834,0.6447134637832981
GBPUSD,60min,hour,h19,24,is,507,-1.7688362919131753,-0.53560837051622
GBPUSD,60min,hour,h19,24,oos,373,1.982171581769427,0.6570062524185778
GBPUSD,60min,hour,h20,24,is,507,-1.5189349112426431,-0.4564622475469183
GBPUSD,60min,hour,h20,24,oos,373,2.1713136729222486,0.7064870439301163
GBPUSD,60min,hour,h21,24,is,507,-2.0229783037475446,-0.6016798440947592
GBPUSD,60min,hour,h21,24,oos,373,2.4038873994638097,0.7821411227257596
GBPUSD,60min,hour,h22,24,is,507,-1.6549309664693768,-0.49205964124137325
GBPUSD,60min,hour,h22,24,oos,373,2.1414209115281237,0.6840479578289949
GBPUSD,60min,hour,h23,24,is,507,-1.3358974358974445,-0.40260248777199964
GBPUSD,60min,hour,h23,24,oos,373,2.1493297587130966,0.686410547186664
GBPUSD,60min,dow,dow0,24,is,2047,0.4451392281387542,0.2754731447388165
GBPUSD,60min,dow,dow0,24,oos,1523,4.901838476690747,3.090038152183554
GBPUSD,60min,dow,dow1,24,is,1929,-8.410679108346315,-4.903822176757154
GBPUSD,60min,dow,dow1,24,oos,1549,5.161684958037462,3.4602079790536933
GBPUSD,60min,dow,dow2,24,is,1998,-2.087212212212263,-1.0533208648144912
GBPUSD,60min,dow,dow2,24,oos,1547,0.12168713639299347,0.0685335474365047
GBPUSD,60min,dow,dow3,24,is,2139,-1.436886395511828,-0.7453734062811777
GBPUSD,60min,dow,dow3,24,oos,1455,-4.462061855670136,-2.5417317437761473
GBPUSD,60min,dow,dow4,24,is,2071,0.626484789956584,0.4373298262778496
GBPUSD,60min,dow,dow4,24,oos,1430,0.513181818181776,0.45708232498300944
GBPUSD,60min,vol,vol_low,24,is,3923,-1.2211572775937327,-1.1592774038568041
GBPUSD,60min,vol,vol_low,24,oos,3018,3.5338137839629216,3.8573321662910067
GBPUSD,60min,vol,vol_mid,24,is,3855,-2.761063553826192,-2.214413347333613
GBPUSD,60min,vol,vol_mid,24,oos,2979,0.4561094326955305,0.4218441917827925
GBPUSD,60min,vol,vol_high,24,is,4009,-1.689773010725823,-1.2978304189198906
GBPUSD,60min,vol,vol_high,24,oos,3078,2.344460688758907,2.0029626144308716
GBPUSD,60min,z50,z<-2,24,is,947,-0.8595564941920917,-0.3256103168892164
GBPUSD,60min,z50,z<-2,24,oos,622,9.13601286173629,4.26636073694317
GBPUSD,60min,z50,z-2..-1,24,is,2393,-1.1638320100292843,-0.6903119902932062
GBPUSD,60min,z50,z-2..-1,24,oos,1654,1.9448609431680488,1.4506608842733855
GBPUSD,60min,z50,z-1..1,24,is,5863,-1.9522258229575398,-2.068935512332199
GBPUSD,60min,z50,z-1..1,24,oos,4231,-1.7097140155991422,-1.9689296983671607
GBPUSD,60min,z50,z1..2,24,is,2134,-1.6474929709465835,-1.076091484610623
GBPUSD,60min,z50,z1..2,24,oos,1853,4.84449541284404,3.399532734864512
GBPUSD,60min,z50,z>2,24,is,900,-4.045833333333279,-1.571171684608867
GBPUSD,60min,z50,z>2,24,oos,715,12.024615384615435,4.48022308283741
GBPUSD,60min,mom4,mom4-,24,is,5263,-1.54163974919246,-1.3804549702476172
GBPUSD,60min,mom4,mom4-,24,oos,3779,0.7042736173590591,0.7388474663340612
GBPUSD,60min,mom4,mom4+,24,is,5239,-2.479204046573756,-2.373021035903959
GBPUSD,60min,mom4,mom4+,24,oos,3963,2.3571410547564904,2.394677547278545
GBPUSD,60min,mom24,mom24-,24,is,6247,-2.1113974707859544,-2.128469899246313
GBPUSD,60min,mom24,mom24-,24,oos,4354,2.3498392282958167,2.8608755855401733
GBPUSD,60min,mom24,mom24+,24,is,5899,-1.9024919477877817,-2.040556416740414
GBPUSD,60min,mom24,mom24+,24,oos,4645,1.9087728740581287,2.0912356475457075
AUDUSD,60min,hour,h00,1,is,614,-1.167996742671002,-1.2436676289500561
AUDUSD,60min,hour,h00,1,oos,539,-1.0015769944340953,-1.44354767674683
AUDUSD,60min,hour,h01,1,is,475,0.8890526315789611,1.9063692705675324
AUDUSD,60min,hour,h01,1,oos,413,0.1751815980629188,0.42909266847309013
AUDUSD,60min,hour,h02,1,is,475,0.6185263157894658,1.5050512305100927
AUDUSD,60min,hour,h02,1,oos,413,0.10569007263919984,0.3413705106931232
AUDUSD,60min,hour,h03,1,is,475,-0.401473684210541,-1.1017365869083495
AUDUSD,60min,hour,h03,1,oos,413,0.005811138014606311,0.0193617849581281
AUDUSD,60min,hour,h04,1,is,475,0.42863157894738796,1.0903941881273829
AUDUSD,60min,hour,h04,1,oos,413,-0.3162227602905989,-1.0596427610642654
AUDUSD,60min,hour,h05,1,is,475,-0.3071578947368489,-0.9233003967006957
AUDUSD,60min,hour,h05,1,oos,413,-0.5647699757869151,-1.6346616425385987
AUDUSD,60min,hour,h06,1,is,475,-0.1933684210526551,-0.45619830356014335
AUDUSD,60min,hour,h06,1,oos,413,1.1799031476997617,3.7417462254746705
AUDUSD,60min,hour,h07,1,is,475,-0.15252631578945627,-0.31751853287700327
AUDUSD,60min,hour,h07,1,oos,413,-0.4168280871670858,-1.0666477971335853
AUDUSD,60min,hour,h08,1,is,475,-0.5345263157894834,-1.1112908194027178
AUDUSD,60min,hour,h08,1,oos,413,0.028571428571427603,0.09164993865576587
AUDUSD,60min,hour,h09,1,is,475,-0.14715789473683608,-0.3883868277079965
AUDUSD,60min,hour,h09,1,oos,413,-0.12493946731233121,-0.43896599291888644
AUDUSD,60min,hour,h10,1,is,475,-0.6041052631578858,-1.7876296317030806
AUDUSD,60min,hour,h10,1,oos,413,-0.4571428571429164,-1.5577172909429324
AUDUSD,60min,hour,h11,1,is,475,-0.5825263157894872,-1.6504777464061227
AUDUSD,60min,hour,h11,1,oos,413,-0.03644067796604474,-0.12839398338706404
AUDUSD,60min,hour,h12,1,is,475,0.026947368421053882,0.04297330459882557
AUDUSD,60min,hour,h12,1,oos,413,0.4026634382566459,0.898689731816112
AUDUSD,60min,hour,h13,1,is,475,0.7278947368421175,0.8962343627601232
AUDUSD,60min,hour,h13,1,oos,413,-0.6677966101694739,-1.232081605812493
AUDUSD,60min,hour,h14,1,is,475,-0.31515789473683353,-0.5032272804881861
AUDUSD,60min,hour,h14,1,oos,413,-0.08426150121068984,-0.16100135160803503
AUDUSD,60min,hour,h15,1,is,475,0.3138947368420839,0.5408081984697372
AUDUSD,60min,hour,h15,1,oos,413,-0.16513317191276417,-0.4012918518423955
AUDUSD,60min,hour,h16,1,is,475,-0.5384210526316027,-1.304170755560028
AUDUSD,60min,hour,h16,1,oos,413,-0.13244552058113465,-0.41951169900233826
AUDUSD,60min,hour,h17,1,is,475,0.2537894736842231,0.5966341202525789
AUDUSD,60min,hour,h17,1,oos,413,0.7794188861985163,1.8196913228801153
AUDUSD,60min,hour,h18,1,is,475,0.5904210526316045,1.2897212593843879
AUDUSD,60min,hour,h18,1,oos,413,0.06719128329300708,0.2059942705553611
AUDUSD,60min,hour,h19,1,is,475,0.5708421052631458,1.513711287450179
AUDUSD,60min,hour,h19,1,oos,413,0.05520581113801069,0.19868735371636342
AUDUSD,60min,hour,h20,1,is,475,-0.11389473684209885,-0.48899627169366255
AUDUSD,60min,hour,h20,1,oos,413,0.046125907990291724,0.18869241790458868
AUDUSD,60min,hour,h21,1,is,475,-0.2928421052631504,-1.1037027220389863
AUDUSD,60min,hour,h21,1,oos,413,0.3569007263922781,1.4387077141540994
AUDUSD,60min,hour,h22,1,is,475,0.2026315789473613,0.8885584426044278
AUDUSD,60min,hour,h22,1,oos,413,0.025302663438245002,0.1336040671148555
AUDUSD,60min,hour,h23,1,is,475,0.29178947368420083,1.1083915855236062
AUDUSD,60min,hour,h23,1,oos,413,0.39491525423724083,1.8591867850667334
AUDUSD,60min,dow,dow0,1,is,1887,0.020058293587704355,0.09205180415929125
AUDUSD,60min,dow,dow0,1,oos,1737,0.07256764536557272,0.36123009986997356
AUDUSD,60min,dow,dow1,1,is,1976,-0.1357034412955512,-0.530417225210089
AUDUSD,60min,dow,dow1,1,oos,1643,-0.06180766889835545,-0.3180630170289387
AUDUSD,60min,dow,dow2,1,is,1862,0.21117078410312162,0.7917880318023928
AUDUSD,60min,dow,dow2,1,oos,1622,-0.013717632552403238,-0.0577238912514698
AUDUSD,60min,dow,dow3,1,is,1929,0.02348367029548667,0.08521419032861384
AUDUSD,60min,dow,dow3,1,oos,1642,0.10082216808769515,0.5280716765074339
AUDUSD,60min,dow,dow4,1,is,1932,-0.24011387163560863,-0.7623955911406213
AUDUSD,60min,dow,dow4,1,oos,1715,-0.3239358600583047,-1.587921747320657
AUDUSD,60min,vol,vol_low,1,is,3672,-0.10277777777776567,-0.7022100446692061
AUDUSD,60min,vol,vol_low,1,oos,3360,-0.06906249999998687,-0.7521063070345098
AUDUSD,60min,vol,vol_mid,1,is,3633,0.03576933663639258,0.2024578888869204
AUDUSD,60min,vol,vol_mid,1,oos,3314,0.04971333735666943,0.37347434307635324
AUDUSD,60min,vol,vol_high,1,is,3735,-0.07157965194111335,-0.34988843163052624
AUDUSD,60min,vol,vol_high,1,oos,3364,-0.05982461355530537,-0.35436662656892276
AUDUSD,60min,z50,z<-2,1,is,828,-0.46884057971013915,-1.2658694177197807
AUDUSD,60min,z50,z<-2,1,oos,773,-0.06481241914617886,-0.20876370420633045
AUDUSD,60min,z50,z-2..-1,1,is,2144,0.3164878731343262,1.3768797728473687
AUDUSD,60min,z50,z-2..-1,1,oos,1867,0.08494911622924767,0.481021778211465
AUDUSD,60min,z50,z-1..1,1,is,5338,-0.04130760584488328,-0.2664036676433077
AUDUSD,60min,z50,z-1..1,1,oos,4819,0.05638099190703289,0.551982392121172
AUDUSD,60min,z50,z1..2,1,is,2310,-0.06391774891774762,-0.3136567236291723
AUDUSD,60min,z50,z1..2,1,oos,1864,-0.14173819742489033,-0.6932495464133055
AUDUSD,60min,z50,z>2,1,is,870,-0.3420689655172593,-0.897373651184599
AUDUSD,60min,z50,z>2,1,oos,714,-0.5373949579831997,-1.5877220909109533
AUDUSD,60min,mom4,mom4-,1,is,4914,0.0011803011803052544,0.0076002405484973685
AUDUSD,60min,mom4,mom4-,1,oos,4227,0.1706884315117142,1.3610253587626435
AUDUSD,60min,mom4,mom4+,1,is,4953,-0.023783565515853033,-0.1353228109398373
AUDUSD,60min,mom4,mom4+,1,oos,4377,-0.22741603838245644,-1.7575003561811604
AUDUSD,60min,mom24,mom24-,1,is,5657,0.12052324553650269,0.8770017679852619
AUDUSD,60min,mom24,mom24-,1,oos,4998,-0.0003901560624306373,-0.00374352123773277
AUDUSD,60min,mom24,mom24+,1,is,5746,-0.14351722937695632,-0.9604628753835164
AUDUSD,60min,mom24,mom24+,1,oos,4934,-0.07075395216861934,-0.6056519783641204
AUDUSD,60min,hour,h00,2,is,614,-0.733957654723109,-0.7306008847324649
AUDUSD,60min,hour,h00,2,oos,539,-0.9545454545454504,-1.3111471742846734
AUDUSD,60min,hour,h01,2,is,475,1.5075789473684271,2.393977795265393
AUDUSD,60min,hour,h01,2,oos,413,0.2808716707021189,0.5295610502804421
AUDUSD,60min,hour,h02,2,is,475,0.21705263157892485,0.3878330881332784
AUDUSD,60min,hour,h02,2,oos,413,0.11150121065380601,0.23882121847213025
AUDUSD,60min,hour,h03,2,is,475,0.027157894736847023,0.0513852409181674
AUDUSD,60min,hour,h03,2,oos,413,-0.31041162227599267,-0.7393266755979584
AUDUSD,60min,hour,h04,2,is,475,0.1214736842105391,0.23195139408477078
AUDUSD,60min,hour,h04,2,oos,413,-0.880992736077514,-1.9177527892768411
AUDUSD,60min,hour,h05,2,is,475,-0.5005263157895039,-0.9452580600303929
AUDUSD,60min,hour,h05,2,oos,413,0.6151331719128466,1.3899737809265402
AUDUSD,60min,hour,h06,2,is,475,-0.3458947368421111,-0.5347355790960462
AUDUSD,60min,hour,h06,2,oos,413,0.763075060532676,1.519456906690451
AUDUSD,60min,hour,h07,2,is,475,-0.6870526315789396,-0.9764296914161588
AUDUSD,60min,hour,h07,2,oos,413,-0.38825665859565844,-0.7938288521563125
AUDUSD,60min,hour,h08,2,is,475,-0.6816842105263198,-1.1604954071117062
AUDUSD,60min,hour,h08,2,oos,413,-0.0963680387409035,-0.2298682457687815
AUDUSD,60min,hour,h09,2,is,475,-0.7512631578947222,-1.4928362713973293
AUDUSD,60min,hour,h09,2,oos,413,-0.5820823244552477,-1.3928248980884206
AUDUSD,60min,hour,h10,2,is,475,-1.186631578947373,-2.4401972360833244
AUDUSD,60min,hour,h10,2,oos,413,-0.4935835351089612,-1.1912874949158483
AUDUSD,60min,hour,h11,2,is,475,-0.5555789473684332,-0.7823889742129656
AUDUSD,60min,hour,h11,2,oos,413,0.36622276029060113,0.712094981063178
AUDUSD,60min,hour,h12,2,is,475,0.7548421052631714,0.769284186944188
AUDUSD,60min,hour,h12,2,oos,413,-0.2651331719128279,-0.38871406998395924
AUDUSD,60min,hour,h13,2,is,475,0.41273684210528394,0.38688645853254117
AUDUSD,60min,hour,h13,2,oos,413,-0.7520581113801638,-1.0111084195106284
AUDUSD,60min,hour,h14,2,is,475,-0.0012631578947496947,-0.0015233295252205352
AUDUSD,60min,hour,h14,2,oos,413,-0.24939467312345376,-0.36189298813501675
AUDUSD,60min,hour,h15,2,is,475,-0.22452631578951898,-0.3224942176450829
AUDUSD,60min,hour,h15,2,oos,413,-0.29757869249389873,-0.5558624998796635
AUDUSD,60min,hour,h16,2,is,475,-0.28463157894737956,-0.47520933370250845
AUDUSD,60min,hour,h16,2,oos,413,0.6469733656173815,1.1517215835572134
AUDUSD,60min,hour,h17,2,is,475,0.8442105263158275,1.433845118050622
AUDUSD,60min,hour,h17,2,oos,413,0.8466101694915233,1.662313815166271
AUDUSD,60min,hour,h18,2,is,475,1.1612631578947505,1.8570547771604076
AUDUSD,60min,hour,h18,2,oos,413,0.12239709443101789,0.28964076651721027
AUDUSD,60min,hour,h19,2,is,475,0.45694736842104744,0.9930788641982168
AUDUSD,60min,hour,h19,2,oos,413,0.10133171912830229,0.2862505295582757
AUDUSD,60min,hour,h20,2,is,475,-0.40673684210524913,-1.2560207620057877
AUDUSD,60min,hour,h20,2,oos,413,0.4030266343825698,1.1830598689816303
AUDUSD,60min,hour,h21,2,is,475,-0.09021052631578914,-0.2919157860636849
AUDUSD,60min,hour,h21,2,oos,413,0.382203389830523,1.4296374139421697
AUDUSD,60min,hour,h22,2,is,475,0.4944210526315621,1.392365929431479
AUDUSD,60min,hour,h22,2,oos,413,0.42021791767548583,1.5220085808321993
AUDUSD,60min,hour,h23,2,is,475,-0.8979999999999975,-0.7353772059121743
AUDUSD,60min,hour,h23,2,oos,412,-0.8035194174757051,-0.9120384761571986
AUDUSD,60min,dow,dow0,2,is,1887,-0.015977742448334165,-0.05203736895487724
AUDUSD,60min,dow,dow0,2,oos,1737,0.022135866436388395,0.0791463740690513
AUDUSD,60min,dow,dow1,2,is,1976,-0.29630566801619773,-0.8359200512355591
AUDUSD,60min,dow,dow1,2,oos,1643,-0.24239196591600726,-0.8686366829617796
AUDUSD,60min,dow,dow2,2,is,1862,0.5264232008593006,1.3882177204412178
AUDUSD,60min,dow,dow2,2,oos,1622,0.15077065351418137,0.4727255345525202
AUDUSD,60min,dow,dow3,2,is,1929,-0.08351477449456114,-0.1907544408336092
AUDUSD,60min,dow,dow3,2,oos,1642,0.03413520097441646,0.12921322761811735
AUDUSD,60min,dow,dow4,2,is,1932,-0.3614906832298119,-0.9395579821143683
AUDUSD,60min,dow,dow4,2,oos,1715,-0.4951020408163183,-1.741072214040547
AUDUSD,60min,vol,vol_low,2,is,3672,-0.013031045751634954,-0.061714670561836035
AUDUSD,60min,vol,vol_low,2,oos,3359,-0.028654361417084113,-0.20532908197867591
AUDUSD,60min,vol,vol_mid,2,is,3633,-0.08146160198182648,-0.309732892250549
AUDUSD,60min,vol,vol_mid,2,oos,3314,-0.12632770066385957,-0.6657790664281419
AUDUSD,60min,vol,vol_high,2,is,3735,-0.1831726907630576,-0.6711957275201496
AUDUSD,60min,vol,vol_high,2,oos,3364,-0.006985731272290493,-0.031068257433611562
AUDUSD,60min,z50,z<-2,2,is,828,-1.2341787439613419,-2.485535161897898
AUDUSD,60min,z50,z<-2,2,oos,773,-0.17373868046572288,-0.38788615294422174
AUDUSD,60min,z50,z-2..-1,2,is,2144,0.7864039179104327,2.4532524360566588
AUDUSD,60min,z50,z-2..-1,2,oos,1867,0.005463310123204901,0.022699236196263666
AUDUSD,60min,z50,z-1..1,2,is,5338,-0.07118771075308364,-0.32257700457578753
AUDUSD,60min,z50,z-1..1,2,oos,4818,0.12850767953507508,0.8912505330997298
AUDUSD,60min,z50,z1..2,2,is,2310,-0.2563203463203453,-0.8648175928359619
AUDUSD,60min,z50,z1..2,2,oos,1864,-0.2063841201716774,-0.76160583939075
AUDUSD,60min,z50,z>2,2,is,870,-0.5077011494253069,-1.0556990074166575
AUDUSD,60min,z50,z>2,2,oos,714,-0.9055322128851623,-1.8118391745462898
AUDUSD,60min,mom4,mom4-,2,is,4914,-0.21894586894587026,-0.9422788731867049
AUDUSD,60min,mom4,mom4-,2,oos,4227,0.22966643009226514,1.2916907593865685
AUDUSD,60min,mom4,mom4+,2,is,4953,0.1263072885120137,0.5397450408101352
AUDUSD,60min,mom4,mom4+,2,oos,4376,-0.35695840950639685,-2.0093099188857138
AUDUSD,60min,mom24,mom24-,2,is,5657,0.15556832243238344,0.76027184367823
AUDUSD,60min,mom24,mom24-,2,oos,4998,-0.0628651460584303,-0.42561606452094086
AUDUSD,60min,mom24,mom24+,2,is,5746,-0.26473198746954174,-1.323031941210669
AUDUSD,60min,mom24,mom24+,2,oos,4933,-0.07793431988646993,-0.4834190482327737
AUDUSD,60min,hour,h00,4,is,614,-0.4592019543973956,-0.4077074958466854
AUDUSD,60min,hour,h00,4,oos,539,-0.7722634508348286,-0.9179056051709514
AUDUSD,60min,hour,h01,4,is,475,1.5347368421052738,1.7626726014156615
AUDUSD,60min,hour,h01,4,oos,413,-0.029539951573874075,-0.04252934518874999
AUDUSD,60min,hour,h02,4,is,475,0.3385263157894639,0.4477495992504209
AUDUSD,60min,hour,h02,4,oos,413,-0.7694915254237079,-1.2267521296945443
AUDUSD,60min,hour,h03,4,is,475,-0.47336842105265675,-0.6389149308110623
AUDUSD,60min,hour,h03,4,oos,413,0.3047215496368537,0.5078337336518118
AUDUSD,60min,hour,h04,4,is,475,-0.224421052631572,-0.2652576313378415
AUDUSD,60min,hour,h04,4,oos,413,-0.11791767554483827,-0.19182380566909307
