a,b,lb,entry,exit,stop,hold,is_n,is_pf,is_net,is_win,oos_n,oos_pf,oos_net,oos_win
GBPUSD,USDCHF,200,2.5,1.0,3.5,240,105,0.856,-43.96,21.9,95,0.762,-43.86,14.7
GBPUSD,USDCHF,200,2.5,1.0,3.5,480,105,0.856,-43.96,21.9,95,0.762,-43.86,14.7
GBPUSD,USDCHF,200,2.5,1.0,5.0,240,40,1.109,26.74,50.0,29,1.05,6.13,41.4
GBPUSD,USDCHF,200,2.5,1.0,5.0,480,40,1.109,26.74,50.0,29,1.05,6.13,41.4
GBPUSD,USDCHF,200,3.0,0.0,3.5,240,88,0.794,-64.72,15.9,82,0.435,-117.59,9.8
GBPUSD,USDCHF,200,3.0,0.0,3.5,480,80,0.724,-83.28,13.8,79,0.656,-61.59,8.9
GBPUSD,USDCHF,200,3.0,0.5,3.5,240,92,0.651,-84.33,17.4,87,0.719,-41.79,10.3
GBPUSD,USDCHF,200,3.0,0.5,3.5,480,92,0.651,-84.33,17.4,87,0.719,-41.79,10.3
GBPUSD,USDCHF,200,3.0,0.5,5.0,240,27,0.925,-13.59,55.6,21,1.083,8.15,42.9
GBPUSD,USDCHF,200,3.0,0.5,5.0,480,27,0.925,-13.59,55.6,21,1.083,8.15,42.9
GBPUSD,USDCHF,200,3.0,1.0,3.5,240,92,0.685,-70.58,17.4,87,0.58,-67.17,10.3
GBPUSD,USDCHF,200,3.0,1.0,3.5,480,92,0.685,-70.58,17.4,87,0.58,-67.17,10.3
GBPUSD,USDCHF,200,3.0,1.0,5.0,240,27,1.001,0.13,51.9,21,0.844,-17.22,38.1
GBPUSD,USDCHF,200,3.0,1.0,5.0,480,27,1.001,0.13,51.9,21,0.844,-17.22,38.1
GBPUSD,USDCHF,300,1.5,0.0,3.5,240,78,0.74,-110.49,21.8,124,1.479,113.43,15.3
GBPUSD,USDCHF,300,1.5,0.0,3.5,480,61,0.944,-20.94,23.0,113,0.756,-45.25,7.1
GBPUSD,USDCHF,300,1.5,0.0,5.0,240,38,0.754,-94.01,44.7,40,1.64,115.73,32.5
GBPUSD,USDCHF,300,1.5,0.5,3.5,240,94,0.691,-151.99,24.5,131,1.018,4.59,14.5
GBPUSD,USDCHF,300,1.5,0.5,3.5,480,94,0.686,-155.63,24.5,130,1.054,13.48,14.6
GBPUSD,USDCHF,300,1.5,0.5,5.0,240,52,0.724,-129.27,36.5,47,1.27,54.05,36.2
GBPUSD,USDCHF,300,1.5,0.5,5.0,480,52,0.718,-132.91,36.5,46,1.332,62.94,37.0
GBPUSD,USDCHF,300,1.5,1.0,3.5,240,95,0.799,-92.6,26.3,131,0.989,-2.53,14.5
GBPUSD,USDCHF,300,1.5,1.0,3.5,480,95,0.799,-92.6,26.3,130,1.037,8.3,13.8
GBPUSD,USDCHF,300,1.5,1.0,5.0,240,53,0.839,-69.92,39.6,47,1.256,46.93,36.2
GBPUSD,USDCHF,300,1.5,1.0,5.0,480,53,0.839,-69.92,39.6,46,1.33,57.76,34.8
GBPUSD,USDCHF,300,2.0,0.0,3.5,240,70,0.79,-67.71,22.9,121,2.738,184.07,14.9
GBPUSD,USDCHF,300,2.0,0.0,3.5,480,60,0.86,-52.57,20.0,113,0.757,-45.51,8.8
GBPUSD,USDCHF,300,2.0,0.0,5.0,240,29,0.791,-62.63,55.2,38,2.581,150.25,31.6
GBPUSD,USDCHF,300,2.0,0.5,3.5,240,83,0.608,-139.29,22.9,126,1.14,27.81,12.7
GBPUSD,USDCHF,300,2.0,0.5,3.5,480,83,0.608,-139.29,22.9,126,1.142,28.26,13.5
GBPUSD,USDCHF,300,2.0,0.5,5.0,240,41,0.654,-116.55,41.5,42,1.523,77.37,33.3
GBPUSD,USDCHF,300,2.0,0.5,5.0,480,41,0.654,-116.55,41.5,42,1.526,77.82,35.7
GBPUSD,USDCHF,300,2.0,1.0,3.5,240,83,0.807,-58.71,20.5,126,1.152,26.26,13.5
GBPUSD,USDCHF,300,2.0,1.0,3.5,480,83,0.807,-58.71,20.5,126,1.229,39.41,13.5
GBPUSD,USDCHF,300,2.0,1.0,5.0,240,41,0.872,-36.02,36.6,42,1.627,75.82,35.7
GBPUSD,USDCHF,300,2.0,1.0,5.0,480,41,0.872,-36.02,36.6,42,1.736,88.98,35.7
GBPUSD,USDCHF,300,2.5,0.0,3.5,240,63,1.287,66.98,25.4,116,0.793,-26.42,9.5
GBPUSD,USDCHF,300,2.5,0.0,3.5,480,57,0.808,-64.77,17.5,112,0.619,-75.38,7.1
GBPUSD,USDCHF,300,2.5,0.5,3.5,240,72,0.709,-75.23,25.0,117,0.576,-71.5,8.5
GBPUSD,USDCHF,300,2.5,0.5,3.5,480,72,0.709,-75.23,25.0,117,0.592,-67.58,9.4
GBPUSD,USDCHF,300,2.5,0.5,5.0,240,30,0.779,-52.49,50.0,33,0.816,-21.96,24.2
GBPUSD,USDCHF,300,2.5,0.5,5.0,480,30,0.779,-52.49,50.0,33,0.845,-18.04,27.3
GBPUSD,USDCHF,300,2.5,1.0,3.5,240,72,0.963,-8.41,26.4,117,0.409,-89.77,8.5
GBPUSD,USDCHF,300,2.5,1.0,3.5,480,72,0.963,-8.41,26.4,117,0.409,-89.77,8.5
GBPUSD,USDCHF,300,2.5,1.0,5.0,240,30,1.07,14.28,53.3,33,0.603,-40.2,27.3
GBPUSD,USDCHF,300,2.5,1.0,5.0,480,30,1.07,14.28,53.3,33,0.603,-40.2,27.3
GBPUSD,USDCHF,300,3.0,0.0,3.5,240,51,1.237,21.05,13.7,113,0.731,-29.23,8.0
GBPUSD,USDCHF,300,3.0,0.0,3.5,480,48,0.349,-133.64,8.3,110,1.221,21.69,6.4
GBPUSD,USDCHF,300,3.0,0.5,3.5,240,53,0.382,-54.88,11.3,113,0.376,-92.74,6.2
GBPUSD,USDCHF,300,3.0,0.5,3.5,480,53,0.382,-54.88,11.3,113,0.386,-88.83,6.2
GBPUSD,USDCHF,300,3.0,1.0,3.5,240,53,0.627,-29.67,11.3,113,0.266,-100.63,5.3
GBPUSD,USDCHF,300,3.0,1.0,3.5,480,53,0.627,-29.67,11.3,113,0.266,-100.63,5.3
GBPUSD,USDCHF,500,1.5,0.0,3.5,240,171,0.243,-439.91,6.4,56,1.635,87.11,25.0
GBPUSD,USDCHF,500,1.5,0.0,3.5,480,163,0.49,-210.89,6.7,51,0.333,-149.34,11.8
GBPUSD,USDCHF,500,1.5,0.0,5.0,240,35,0.324,-296.54,28.6,18,1.506,73.11,66.7
GBPUSD,USDCHF,500,1.5,0.0,5.0,480,28,0.911,-21.79,39.3,14,0.367,-116.04,42.9
GBPUSD,USDCHF,500,1.5,0.5,3.5,240,175,0.252,-431.44,6.9,58,1.742,98.1,24.1
GBPUSD,USDCHF,500,1.5,0.5,3.5,480,170,0.245,-434.65,6.5,58,1.584,91.21,24.1
GBPUSD,USDCHF,500,1.5,0.5,5.0,240,39,0.325,-280.08,28.2,19,2.249,133.67,68.4
GBPUSD,USDCHF,500,1.5,0.5,5.0,480,33,0.341,-270.97,30.3,19,1.967,126.78,68.4
GBPUSD,USDCHF,500,1.5,1.0,3.5,240,175,0.257,-390.17,6.9,58,1.996,123.1,25.9
GBPUSD,USDCHF,500,1.5,1.0,3.5,480,172,0.251,-375.46,7.0,58,2.134,130.31,25.9
GBPUSD,USDCHF,500,1.5,1.0,5.0,240,39,0.362,-236.07,33.3,19,2.587,158.68,68.4
GBPUSD,USDCHF,500,1.5,1.0,5.0,480,35,0.384,-211.83,37.1,19,2.817,165.88,68.4
GBPUSD,USDCHF,500,2.0,0.0,3.5,240,168,0.202,-413.55,6.5,51,1.095,13.23,17.6
GBPUSD,USDCHF,500,2.0,0.0,3.5,480,161,0.572,-176.69,8.1,48,1.36,33.48,16.7
GBPUSD,USDCHF,500,2.0,0.0,5.0,240,32,0.231,-319.06,28.1,13,1.025,3.78,53.8
GBPUSD,USDCHF,500,2.0,0.5,3.5,240,170,0.267,-344.68,8.2,52,1.336,39.4,17.3
GBPUSD,USDCHF,500,2.0,0.5,3.5,480,168,0.315,-353.17,7.1,52,1.288,36.03,17.3
GBPUSD,USDCHF,500,2.0,0.5,5.0,240,34,0.327,-230.52,35.3,13,1.805,74.99,53.8
GBPUSD,USDCHF,500,2.0,0.5,5.0,480,31,0.462,-189.42,32.3,13,1.708,71.61,53.8
GBPUSD,USDCHF,500,2.0,1.0,3.5,240,171,0.267,-343.46,8.8,52,1.933,73.5,21.2
GBPUSD,USDCHF,500,2.0,1.0,3.5,480,169,0.274,-337.02,8.3,52,1.933,73.5,21.2
GBPUSD,USDCHF,500,2.0,1.0,5.0,240,34,0.409,-184.99,44.1,13,2.976,109.09,69.2
GBPUSD,USDCHF,500,2.0,1.0,5.0,480,32,0.437,-173.38,43.8,13,2.976,109.09,69.2
GBPUSD,USDCHF,500,2.5,0.0,3.5,240,161,0.184,-375.02,3.1,47,0.81,-18.04,12.8
GBPUSD,USDCHF,500,2.5,0.0,3.5,480,159,0.563,-176.16,5.0,45,1.172,12.0,11.1
GBPUSD,USDCHF,500,2.5,0.5,3.5,240,162,0.216,-331.67,3.7,48,1.381,21.94,12.5
GBPUSD,USDCHF,500,2.5,0.5,3.5,480,162,0.278,-328.14,3.7,48,1.546,31.4,12.5
GBPUSD,USDCHF,500,2.5,1.0,3.5,240,162,0.289,-237.25,4.3,48,1.584,28.9,14.6
GBPUSD,USDCHF,500,2.5,1.0,3.5,480,162,0.326,-224.93,4.3,48,1.584,28.9,14.6
GBPUSD,USDCHF,500,3.0,0.0,3.5,240,156,0.131,-326.22,1.9,43,0.615,-21.82,7.0
GBPUSD,USDCHF,500,3.0,0.0,3.5,480,155,0.176,-327.11,3.2,42,1.074,3.52,7.1
GBPUSD,USDCHF,500,3.0,0.5,3.5,240,156,0.158,-293.96,2.6,44,1.197,7.7,6.8
GBPUSD,USDCHF,500,3.0,0.5,3.5,480,156,0.161,-319.12,2.6,44,1.197,7.7,6.8
GBPUSD,USDCHF,500,3.0,1.0,3.5,240,156,0.23,-217.76,2.6,44,1.508,19.91,9.1
GBPUSD,USDCHF,500,3.0,1.0,3.5,480,156,0.257,-210.25,2.6,44,1.508,19.91,9.1
GBPUSD,USDJPY,200,1.5,0.0,3.5,240,98,1.065,34.06,26.5,70,1.142,30.14,27.1
GBPUSD,USDJPY,200,1.5,0.0,3.5,480,77,1.079,28.32,22.1,56,0.45,-155.95,10.7
GBPUSD,USDJPY,200,1.5,0.0,5.0,240,42,1.439,158.38,50.0,31,1.645,118.83,58.1
GBPUSD,USDJPY,200,1.5,0.5,3.5,240,124,1.483,209.16,33.1,87,0.741,-75.49,25.3
GBPUSD,USDJPY,200,1.5,0.5,3.5,480,123,1.526,227.59,32.5,86,0.732,-79.1,24.4
GBPUSD,USDJPY,200,1.5,0.5,5.0,240,67,1.667,253.65,55.2,49,0.861,-36.01,38.8
GBPUSD,USDJPY,200,1.5,0.5,5.0,480,66,1.716,272.09,54.5,47,0.857,-37.24,36.2
GBPUSD,USDJPY,200,1.5,1.0,3.5,240,125,1.3,135.26,31.2,88,0.588,-134.52,26.1
GBPUSD,USDJPY,200,1.5,1.0,3.5,480,125,1.343,154.65,31.2,88,0.569,-145.62,26.1
GBPUSD,USDJPY,200,1.5,1.0,5.0,240,68,1.444,179.82,52.9,49,0.679,-92.65,44.9
GBPUSD,USDJPY,200,1.5,1.0,5.0,480,68,1.492,199.2,52.9,49,0.654,-103.74,44.9
GBPUSD,USDJPY,200,2.0,0.0,3.5,240,92,1.384,139.45,23.9,66,1.039,7.87,24.2
GBPUSD,USDJPY,200,2.0,0.0,3.5,480,75,0.922,-29.37,20.0,55,0.881,-23.92,16.4
GBPUSD,USDJPY,200,2.0,0.0,5.0,240,36,1.242,86.56,50.0,28,1.386,64.21,53.6
GBPUSD,USDJPY,200,2.0,0.5,3.5,240,113,1.472,173.19,30.1,79,0.665,-89.35,24.1
GBPUSD,USDJPY,200,2.0,0.5,3.5,480,112,1.51,187.31,29.5,78,0.68,-83.65,23.1
GBPUSD,USDJPY,200,2.0,0.5,5.0,240,56,1.7,217.7,53.6,41,0.788,-49.1,41.5
GBPUSD,USDJPY,200,2.0,0.5,5.0,480,55,1.745,231.82,52.7,39,0.814,-41.78,41.0
GBPUSD,USDJPY,200,2.0,1.0,3.5,240,113,1.303,109.25,27.4,80,0.494,-148.19,21.2
GBPUSD,USDJPY,200,2.0,1.0,3.5,480,113,1.341,123.15,27.4,80,0.491,-150.13,21.2
GBPUSD,USDJPY,200,2.0,1.0,5.0,240,56,1.489,153.8,50.0,41,0.587,-106.31,43.9
GBPUSD,USDJPY,200,2.0,1.0,5.0,480,56,1.533,167.71,50.0,41,0.583,-108.25,43.9
GBPUSD,USDJPY,200,2.5,0.0,3.5,240,85,1.16,55.27,17.6,60,2.021,98.53,21.7
GBPUSD,USDJPY,200,2.5,0.0,3.5,480,74,1.498,102.11,20.3,53,1.617,85.69,17.0
GBPUSD,USDJPY,200,2.5,0.0,5.0,240,28,1.287,84.43,42.9,22,4.168,165.59,63.6
GBPUSD,USDJPY,200,2.5,0.5,3.5,240,92,1.924,177.54,23.9,65,0.838,-24.6,20.0
GBPUSD,USDJPY,200,2.5,0.5,3.5,480,92,1.924,177.54,23.9,65,0.88,-18.28,20.0
GBPUSD,USDJPY,200,2.5,0.5,5.0,240,35,2.585,222.06,51.4,26,1.092,11.34,46.2
GBPUSD,USDJPY,200,2.5,0.5,5.0,480,35,2.585,222.06,51.4,26,1.201,23.6,46.2
GBPUSD,USDJPY,200,2.5,1.0,3.5,240,92,1.783,139.75,23.9,67,0.692,-55.82,17.9
GBPUSD,USDJPY,200,2.5,1.0,3.5,480,92,1.783,139.75,23.9,67,0.692,-55.82,17.9
GBPUSD,USDJPY,200,2.5,1.0,5.0,240,35,2.405,184.28,57.1,28,0.904,-13.95,50.0
GBPUSD,USDJPY,200,2.5,1.0,5.0,480,35,2.405,184.28,57.1,28,0.904,-13.95,50.0
GBPUSD,USDJPY,200,3.0,0.0,3.5,240,73,0.937,-15.76,13.7,54,1.688,42.05,16.7
GBPUSD,USDJPY,200,3.0,0.0,3.5,480,69,1.972,124.47,15.9,51,1.436,49.51,15.7
GBPUSD,USDJPY,200,3.0,0.5,3.5,240,76,1.008,1.22,17.1,56,0.585,-34.58,14.3
GBPUSD,USDJPY,200,3.0,0.5,3.5,480,76,1.008,1.22,17.1,56,0.585,-34.58,14.3
GBPUSD,USDJPY,200,3.0,1.0,3.5,240,76,0.89,-14.73,15.8,56,0.443,-62.62,12.5
GBPUSD,USDJPY,200,3.0,1.0,3.5,480,76,0.89,-14.73,15.8,56,0.443,-62.62,12.5
GBPUSD,USDJPY,300,1.5,0.0,3.5,240,147,0.965,-18.5,15.0,112,1.177,47.44,16.1
GBPUSD,USDJPY,300,1.5,0.0,3.5,480,129,0.566,-185.71,10.9,102,0.404,-226.16,8.8
GBPUSD,USDJPY,300,1.5,0.0,5.0,240,48,0.903,-49.56,35.4,32,1.703,135.09,50.0
GBPUSD,USDJPY,300,1.5,0.0,5.0,480,31,0.897,-37.07,38.7,21,1.428,71.32,47.6
GBPUSD,USDJPY,300,1.5,0.5,3.5,240,164,1.678,213.84,22.6,116,1.286,65.2,18.1
GBPUSD,USDJPY,300,1.5,0.5,3.5,480,161,1.676,212.15,20.5,114,1.281,63.9,16.7
GBPUSD,USDJPY,300,1.5,0.5,5.0,240,62,1.692,206.46,48.4,34,1.889,138.75,50.0
GBPUSD,USDJPY,300,1.5,0.5,5.0,480,59,1.716,209.42,44.1,32,1.867,136.03,46.9
GBPUSD,USDJPY,300,1.5,1.0,3.5,240,165,1.313,116.53,23.0,118,0.893,-23.93,16.9
GBPUSD,USDJPY,300,1.5,1.0,3.5,480,164,1.324,117.41,22.6,118,0.879,-27.53,16.1
GBPUSD,USDJPY,300,1.5,1.0,5.0,240,63,1.325,113.76,46.0,36,1.319,48.16,47.2
GBPUSD,USDJPY,300,1.5,1.0,5.0,480,62,1.337,114.65,45.2,36,1.289,44.56,44.4
GBPUSD,USDJPY,300,2.0,0.0,3.5,240,140,1.044,18.69,14.3,109,1.278,56.63,15.6
GBPUSD,USDJPY,300,2.0,0.0,3.5,480,128,0.468,-231.56,10.9,99,0.321,-197.89,6.1
GBPUSD,USDJPY,300,2.0,0.0,5.0,240,41,1.126,52.79,36.6,28,1.747,105.32,50.0
GBPUSD,USDJPY,300,2.0,0.0,5.0,480,29,0.676,-106.53,34.5,20,2.284,113.79,40.0
GBPUSD,USDJPY,300,2.0,0.5,3.5,240,150,1.571,137.23,18.0,110,1.139,26.3,14.5
GBPUSD,USDJPY,300,2.0,0.5,3.5,480,148,1.724,167.3,16.9,109,1.11,20.89,13.8
GBPUSD,USDJPY,300,2.0,0.5,5.0,240,48,1.594,130.17,41.7,28,1.764,96.3,46.4
GBPUSD,USDJPY,300,2.0,0.5,5.0,480,46,1.801,164.56,39.1,27,1.745,92.82,44.4
GBPUSD,USDJPY,300,2.0,1.0,3.5,240,150,1.343,91.51,20.0,111,0.939,-10.14,13.5
GBPUSD,USDJPY,300,2.0,1.0,3.5,480,149,1.349,89.91,19.5,111,0.899,-17.24,12.6
GBPUSD,USDJPY,300,2.0,1.0,5.0,240,48,1.365,88.78,47.9,29,1.604,61.76,44.8
GBPUSD,USDJPY,300,2.0,1.0,5.0,480,47,1.372,87.18,46.8,29,1.519,54.66,41.4
GBPUSD,USDJPY,300,2.5,0.0,3.5,240,134,1.105,30.0,14.2,106,0.832,-40.2,11.3
GBPUSD,USDJPY,300,2.5,0.0,3.5,480,125,0.347,-266.04,9.6,98,0.213,-251.61,5.1
GBPUSD,USDJPY,300,2.5,0.0,5.0,240,33,1.267,68.83,39.4,24,1.08,13.74,37.5
GBPUSD,USDJPY,300,2.5,0.0,5.0,480,27,0.325,-227.42,33.3,18,1.511,56.7,38.9
GBPUSD,USDJPY,300,2.5,0.5,3.5,240,140,1.168,36.68,13.6,107,0.766,-49.66,11.2
GBPUSD,USDJPY,300,2.5,0.5,3.5,480,139,1.302,65.94,12.9,106,0.76,-50.37,11.3
GBPUSD,USDJPY,300,2.5,0.5,5.0,240,38,1.141,29.55,34.2,25,1.132,19.24,36.0
GBPUSD,USDJPY,300,2.5,0.5,5.0,480,37,1.309,63.2,32.4,24,1.155,21.59,37.5
GBPUSD,USDJPY,300,2.5,1.0,3.5,240,140,0.967,-8.22,15.0,107,0.557,-83.0,10.3
GBPUSD,USDJPY,300,2.5,1.0,3.5,480,140,0.967,-8.22,15.0,107,0.557,-83.0,10.3
GBPUSD,USDJPY,300,2.5,1.0,5.0,240,38,0.952,-10.95,36.8,25,0.908,-11.06,36.0
GBPUSD,USDJPY,300,2.5,1.0,5.0,480,38,0.952,-10.95,36.8,25,0.908,-11.06,36.0
GBPUSD,USDJPY,300,3.0,0.0,3.5,240,127,0.81,-42.01,9.4,100,0.651,-55.03,8.0
GBPUSD,USDJPY,300,3.0,0.0,3.5,480,122,0.381,-198.9,7.4,96,0.234,-180.46,5.2
GBPUSD,USDJPY,300,3.0,0.0,5.0,240,25,0.898,-20.34,32.0,18,1.043,3.82,27.8
GBPUSD,USDJPY,300,3.0,0.5,3.5,240,129,1.181,24.73,9.3,101,0.49,-81.68,8.9
GBPUSD,USDJPY,300,3.0,0.5,3.5,480,128,1.177,24.16,8.6,101,0.49,-81.68,8.9
GBPUSD,USDJPY,300,3.0,0.5,5.0,240,27,1.176,22.02,33.3,19,0.852,-14.68,36.8
GBPUSD,USDJPY,300,3.0,0.5,5.0,480,26,1.172,21.46,30.8,19,0.896,-9.79,36.8
GBPUSD,USDJPY,300,3.0,1.0,3.5,240,129,1.037,5.59,10.9,101,0.409,-79.03,7.9
GBPUSD,USDJPY,300,3.0,1.0,3.5,480,129,1.037,5.59,10.9,101,0.409,-79.03,7.9
GBPUSD,USDJPY,300,3.0,1.0,5.0,240,27,1.022,2.93,29.6,19,0.898,-7.16,36.8
GBPUSD,USDJPY,300,3.0,1.0,5.0,480,27,1.022,2.93,29.6,19,0.898,-7.16,36.8
GBPUSD,USDJPY,500,1.5,0.0,3.5,240,122,0.859,-56.39,13.1,58,1.823,89.19,24.1
GBPUSD,USDJPY,500,1.5,0.0,3.5,480,111,0.963,-13.31,9.9,52,0.823,-32.12,15.4
GBPUSD,USDJPY,500,1.5,0.0,5.0,240,32,1.208,61.67,56.2,20,1.296,43.41,55.0
GBPUSD,USDJPY,500,1.5,0.5,3.5,240,124,1.049,16.98,12.9,59,2.215,115.55,23.7
GBPUSD,USDJPY,500,1.5,0.5,3.5,480,121,1.648,183.19,15.7,57,0.884,-18.21,15.8
GBPUSD,USDJPY,500,1.5,0.5,5.0,240,35,1.426,111.86,51.4,20,1.894,95.84,55.0
GBPUSD,USDJPY,500,1.5,0.5,5.0,480,29,2.687,287.86,65.5,18,0.842,-25.46,38.9
GBPUSD,USDJPY,500,1.5,1.0,3.5,240,124,1.271,74.6,13.7,59,1.965,100.58,22.0
GBPUSD,USDJPY,500,1.5,1.0,3.5,480,122,1.361,89.78,13.9,57,1.097,14.1,15.8
GBPUSD,USDJPY,500,1.5,1.0,5.0,240,35,1.912,172.44,54.3,21,1.694,79.25,52.4
GBPUSD,USDJPY,500,1.5,1.0,5.0,480,30,2.383,194.37,56.7,19,1.101,14.9,42.1
GBPUSD,USDJPY,500,2.0,0.0,3.5,240,114,1.211,48.08,14.0,54,1.332,29.19,18.5
GBPUSD,USDJPY,500,2.0,0.0,3.5,480,110,0.728,-89.22,9.1,51,0.485,-108.59,11.8
GBPUSD,USDJPY,500,2.0,0.5,3.5,240,115,1.372,78.79,14.8,54,1.308,29.77,18.5
GBPUSD,USDJPY,500,2.0,0.5,3.5,480,115,1.902,190.91,14.8,53,0.7,-46.68,13.2
GBPUSD,USDJPY,500,2.0,1.0,3.5,240,115,1.452,86.54,13.9,54,1.29,30.97,16.7
GBPUSD,USDJPY,500,2.0,1.0,3.5,480,115,1.474,91.36,13.0,53,0.859,-20.21,13.2
GBPUSD,USDJPY,500,2.5,0.0,3.5,240,108,0.828,-33.94,10.2,50,0.393,-60.42,8.0
GBPUSD,USDJPY,500,2.5,0.0,3.5,480,106,0.247,-212.09,5.7,49,0.338,-136.87,10.2
GBPUSD,USDJPY,500,2.5,0.5,3.5,240,109,0.815,-33.79,11.0,50,0.525,-42.06,12.0
GBPUSD,USDJPY,500,2.5,0.5,3.5,480,109,1.294,53.58,11.0,50,0.296,-110.88,12.0
GBPUSD,USDJPY,500,2.5,1.0,3.5,240,109,1.171,26.71,11.0,50,0.537,-43.97,12.0
GBPUSD,USDJPY,500,2.5,1.0,3.5,480,109,1.174,27.18,11.0,50,0.461,-61.9,14.0
GBPUSD,USDJPY,500,3.0,0.0,3.5,240,105,0.573,-77.76,4.8,45,0.356,-31.95,11.1
GBPUSD,USDJPY,500,3.0,0.0,3.5,480,105,0.197,-214.2,2.9,45,0.773,-19.72,11.1
GBPUSD,USDJPY,500,3.0,0.5,3.5,240,105,0.496,-84.44,4.8,45,0.349,-32.21,11.1
GBPUSD,USDJPY,500,3.0,0.5,3.5,480,105,0.525,-79.58,4.8,45,0.103,-67.32,8.9
GBPUSD,USDJPY,500,3.0,1.0,3.5,240,105,0.538,-65.26,4.8,45,0.297,-38.25,8.9
GBPUSD,USDJPY,500,3.0,1.0,3.5,480,105,0.538,-65.26,4.8,45,0.138,-58.5,6.7
EURUSD,USDJPY,200,1.5,0.0,3.5,240,96,1.486,222.1,31.2,92,0.94,-16.28,18.5
EURUSD,USDJPY,200,1.5,0.0,3.5,480,77,1.218,91.41,26.0,81,0.256,-245.6,7.4
EURUSD,USDJPY,200,1.5,0.0,5.0,240,50,1.295,125.28,46.0,31,0.91,-24.79,41.9
EURUSD,USDJPY,200,1.5,0.0,5.0,480,29,4.651,424.0,58.6,21,0.522,-113.32,33.3
EURUSD,USDJPY,200,1.5,0.5,3.5,240,123,0.919,-47.44,31.7,111,0.883,-30.48,22.5
EURUSD,USDJPY,200,1.5,0.5,3.5,480,122,0.926,-43.24,32.0,110,0.907,-24.01,22.7
EURUSD,USDJPY,200,1.5,0.5,5.0,240,74,0.986,-7.12,44.6,48,0.988,-2.88,43.8
EURUSD,USDJPY,200,1.5,0.5,5.0,480,73,0.994,-2.91,45.2,46,1.015,3.6,45.7
EURUSD,USDJPY,200,1.5,1.0,3.5,240,127,1.108,48.78,33.9,116,0.796,-57.02,22.4
EURUSD,USDJPY,200,1.5,1.0,3.5,480,127,1.108,48.78,33.9,115,0.799,-55.47,22.6
EURUSD,USDJPY,200,1.5,1.0,5.0,240,78,1.241,89.38,47.4,52,0.884,-29.47,44.2
EURUSD,USDJPY,200,1.5,1.0,5.0,480,78,1.241,89.38,47.4,51,0.889,-27.93,45.1
EURUSD,USDJPY,200,2.0,0.0,3.5,240,89,0.982,-8.87,24.7,91,1.18,37.67,20.9
EURUSD,USDJPY,200,2.0,0.0,3.5,480,73,1.257,94.91,21.9,79,0.348,-167.4,10.1
EURUSD,USDJPY,200,2.0,0.0,5.0,240,42,0.941,-23.97,40.5,29,1.161,30.94,37.9
EURUSD,USDJPY,200,2.0,0.0,5.0,480,28,0.431,-324.86,32.1,20,1.696,82.27,45.0
EURUSD,USDJPY,200,2.0,0.5,3.5,240,107,0.848,-69.78,28.0,105,0.819,-42.57,23.8
EURUSD,USDJPY,200,2.0,0.5,3.5,480,107,0.835,-76.79,28.0,105,0.806,-45.95,22.9
EURUSD,USDJPY,200,2.0,0.5,5.0,240,58,0.923,-29.29,44.8,42,0.951,-10.41,45.2
EURUSD,USDJPY,200,2.0,0.5,5.0,480,58,0.906,-36.31,44.8,41,0.918,-17.56,43.9
EURUSD,USDJPY,200,2.0,1.0,3.5,240,109,1.029,10.09,33.0,109,0.74,-64.42,22.9
EURUSD,USDJPY,200,2.0,1.0,3.5,480,109,1.029,10.09,33.0,109,0.724,-68.44,22.0
EURUSD,USDJPY,200,2.0,1.0,5.0,240,60,1.188,50.73,53.3,45,0.839,-36.11,44.4
EURUSD,USDJPY,200,2.0,1.0,5.0,480,60,1.188,50.73,53.3,45,0.821,-40.12,42.2
EURUSD,USDJPY,200,2.5,0.0,3.5,240,84,1.262,103.48,25.0,85,1.1,18.64,15.3
EURUSD,USDJPY,200,2.5,0.0,3.5,480,71,2.126,289.45,25.4,78,0.285,-169.04,9.0
EURUSD,USDJPY,200,2.5,0.0,5.0,240,36,1.405,118.9,44.4,24,1.085,14.49,33.3
EURUSD,USDJPY,200,2.5,0.0,5.0,480,26,1.22,71.75,42.3,18,0.132,-228.4,22.2
EURUSD,USDJPY,200,2.5,0.5,3.5,240,94,1.178,59.56,27.7,95,0.981,-3.05,18.9
EURUSD,USDJPY,200,2.5,0.5,3.5,480,94,1.159,54.1,27.7,95,0.991,-1.36,18.9
EURUSD,USDJPY,200,2.5,0.5,5.0,240,45,1.379,100.04,48.9,31,1.21,28.55,45.2
EURUSD,USDJPY,200,2.5,0.5,5.0,480,45,1.351,94.58,48.9,31,1.198,26.94,45.2
EURUSD,USDJPY,200,2.5,1.0,3.5,240,95,1.316,79.66,31.6,97,0.794,-40.5,17.5
EURUSD,USDJPY,200,2.5,1.0,3.5,480,95,1.316,79.66,31.6,97,0.798,-39.44,17.5
EURUSD,USDJPY,200,2.5,1.0,5.0,240,46,1.678,120.3,56.5,33,0.929,-12.22,42.4
EURUSD,USDJPY,200,2.5,1.0,5.0,480,46,1.678,120.3,56.5,33,0.935,-11.16,42.4
EURUSD,USDJPY,200,3.0,0.0,3.5,240,68,0.77,-63.47,14.7,80,0.841,-17.25,11.2
EURUSD,USDJPY,200,3.0,0.0,3.5,480,65,1.121,28.15,15.4,77,0.381,-102.37,7.8
