a,b,lb,entry,exit,stop,hold,is_n,is_pf,is_net,is_win,oos_n,oos_pf,oos_net,oos_win
USDCAD,USDCHF,200,3.0,1.0,3.5,240,123,0.382,-94.15,7.3,62,0.493,-31.37,14.5
USDCAD,USDCHF,200,3.0,1.0,3.5,480,123,0.382,-94.15,7.3,62,0.493,-31.37,14.5
USDCAD,USDCHF,200,3.0,1.0,5.0,240,26,0.532,-48.66,26.9,16,1.029,0.82,56.2
USDCAD,USDCHF,200,3.0,1.0,5.0,480,26,0.532,-48.66,26.9,16,1.029,0.82,56.2
USDCAD,USDCHF,300,1.5,0.0,3.5,240,108,1.563,97.53,27.8,88,0.544,-57.7,11.4
USDCAD,USDCHF,300,1.5,0.0,3.5,480,88,0.595,-99.24,19.3,79,0.562,-44.14,11.4
USDCAD,USDCHF,300,1.5,0.0,5.0,240,40,2.76,177.19,65.0,36,0.571,-40.58,25.0
USDCAD,USDCHF,300,1.5,0.5,3.5,240,117,1.006,1.07,29.1,95,0.482,-83.47,12.6
USDCAD,USDCHF,300,1.5,0.5,3.5,480,113,0.977,-3.83,26.5,91,0.478,-75.48,13.2
USDCAD,USDCHF,300,1.5,0.5,5.0,240,48,1.536,64.55,60.4,43,0.523,-64.7,25.6
USDCAD,USDCHF,300,1.5,0.5,5.0,480,43,1.514,56.84,55.8,39,0.526,-56.36,28.2
USDCAD,USDCHF,300,1.5,1.0,3.5,240,118,0.884,-22.43,27.1,96,0.512,-71.08,14.6
USDCAD,USDCHF,300,1.5,1.0,3.5,480,118,0.879,-23.5,27.1,93,0.522,-68.32,15.1
USDCAD,USDCHF,300,1.5,1.0,5.0,240,49,1.322,40.43,51.0,44,0.562,-52.27,29.5
USDCAD,USDCHF,300,1.5,1.0,5.0,480,48,1.288,37.08,50.0,41,0.577,-49.17,31.7
USDCAD,USDCHF,300,2.0,0.0,3.5,240,100,1.643,94.57,25.0,84,0.539,-46.6,14.3
USDCAD,USDCHF,300,2.0,0.0,3.5,480,87,0.526,-121.4,16.1,78,0.545,-48.25,12.8
USDCAD,USDCHF,300,2.0,0.0,5.0,240,31,3.629,183.45,64.5,33,0.301,-70.5,27.3
USDCAD,USDCHF,300,2.0,0.5,3.5,240,111,1.015,2.67,26.1,89,0.703,-33.0,13.5
USDCAD,USDCHF,300,2.0,0.5,3.5,480,108,0.971,-4.94,25.9,88,0.612,-43.94,13.6
USDCAD,USDCHF,300,2.0,0.5,5.0,240,42,1.463,55.74,57.1,38,0.803,-17.84,28.9
USDCAD,USDCHF,300,2.0,0.5,5.0,480,38,1.504,55.73,60.5,36,0.72,-24.82,30.6
USDCAD,USDCHF,300,2.0,1.0,3.5,240,113,0.837,-30.22,22.1,90,0.583,-40.35,15.6
USDCAD,USDCHF,300,2.0,1.0,3.5,480,113,0.833,-31.21,22.1,89,0.558,-44.79,15.7
USDCAD,USDCHF,300,2.0,1.0,5.0,240,44,1.188,22.77,40.9,39,0.649,-27.41,33.3
USDCAD,USDCHF,300,2.0,1.0,5.0,480,43,1.24,29.31,41.9,37,0.664,-25.64,35.1
USDCAD,USDCHF,300,2.5,0.0,3.5,240,94,1.147,19.46,21.3,81,0.731,-25.03,9.9
USDCAD,USDCHF,300,2.5,0.0,3.5,480,83,0.722,-50.03,15.7,75,0.292,-69.31,8.0
USDCAD,USDCHF,300,2.5,0.5,3.5,240,95,0.733,-35.27,21.1,84,0.796,-16.98,10.7
USDCAD,USDCHF,300,2.5,0.5,3.5,480,94,0.798,-25.82,20.2,84,0.649,-31.18,10.7
USDCAD,USDCHF,300,2.5,0.5,5.0,240,26,1.277,20.04,57.7,32,0.977,-1.42,31.2
USDCAD,USDCHF,300,2.5,1.0,3.5,240,95,0.731,-37.16,18.9,84,0.731,-19.64,11.9
USDCAD,USDCHF,300,2.5,1.0,3.5,480,95,0.726,-38.17,18.9,84,0.649,-28.81,11.9
USDCAD,USDCHF,300,2.5,1.0,5.0,240,26,1.255,18.03,42.3,32,0.919,-4.05,34.4
USDCAD,USDCHF,300,2.5,1.0,5.0,480,25,1.303,22.35,44.0,32,0.826,-9.68,34.4
USDCAD,USDCHF,300,3.0,0.0,3.5,240,87,1.003,0.3,19.5,73,0.791,-12.17,8.2
USDCAD,USDCHF,300,3.0,0.0,3.5,480,80,0.608,-64.77,13.8,72,0.358,-45.62,5.6
USDCAD,USDCHF,300,3.0,0.5,3.5,240,87,0.674,-29.9,18.4,75,0.623,-21.14,6.7
USDCAD,USDCHF,300,3.0,0.5,3.5,480,87,0.7,-26.45,18.4,75,0.59,-24.23,6.7
USDCAD,USDCHF,300,3.0,1.0,3.5,240,87,0.597,-42.79,17.2,75,0.82,-10.1,9.3
USDCAD,USDCHF,300,3.0,1.0,3.5,480,87,0.594,-43.44,17.2,75,0.748,-15.46,9.3
USDCAD,USDCHF,500,1.5,0.0,3.5,240,126,0.715,-73.06,14.3,114,0.37,-99.4,8.8
USDCAD,USDCHF,500,1.5,0.0,3.5,480,117,0.471,-125.93,11.1,109,0.64,-45.11,7.3
USDCAD,USDCHF,500,1.5,0.0,5.0,240,35,1.024,3.79,42.9,31,0.958,-2.97,38.7
USDCAD,USDCHF,500,1.5,0.0,5.0,480,26,0.447,-70.63,34.6,24,2.286,49.53,37.5
USDCAD,USDCHF,500,1.5,0.5,3.5,240,130,0.763,-54.03,16.2,118,0.316,-119.3,9.3
USDCAD,USDCHF,500,1.5,0.5,3.5,480,126,0.853,-32.32,16.7,117,0.255,-142.56,7.7
USDCAD,USDCHF,500,1.5,0.5,5.0,240,39,1.366,46.11,46.2,32,0.549,-41.0,31.2
USDCAD,USDCHF,500,1.5,0.5,5.0,480,33,1.622,69.59,51.5,30,0.433,-59.03,26.7
USDCAD,USDCHF,500,1.5,1.0,3.5,240,131,0.716,-62.05,16.0,119,0.275,-135.59,9.2
USDCAD,USDCHF,500,1.5,1.0,3.5,480,127,0.713,-58.66,17.3,118,0.259,-135.11,8.5
USDCAD,USDCHF,500,1.5,1.0,5.0,240,40,1.343,37.65,47.5,33,0.469,-52.93,33.3
USDCAD,USDCHF,500,1.5,1.0,5.0,480,34,1.457,43.37,55.9,31,0.453,-51.57,32.3
USDCAD,USDCHF,500,2.0,0.0,3.5,240,122,0.607,-93.05,13.9,108,0.206,-123.97,3.7
USDCAD,USDCHF,500,2.0,0.0,3.5,480,116,0.779,-42.59,13.8,105,0.312,-81.18,5.7
USDCAD,USDCHF,500,2.0,0.0,5.0,240,29,0.884,-15.66,41.4,22,0.541,-23.99,18.2
USDCAD,USDCHF,500,2.0,0.5,3.5,240,123,0.686,-69.31,13.8,111,0.218,-125.08,4.5
USDCAD,USDCHF,500,2.0,0.5,3.5,480,122,0.811,-37.12,14.8,111,0.181,-151.15,3.6
USDCAD,USDCHF,500,2.0,0.5,5.0,240,30,1.198,22.45,40.0,24,0.459,-35.52,16.7
USDCAD,USDCHF,500,2.0,0.5,5.0,480,29,1.739,64.81,48.3,24,0.307,-67.65,12.5
USDCAD,USDCHF,500,2.0,1.0,3.5,240,123,0.644,-72.95,13.8,111,0.148,-130.04,5.4
USDCAD,USDCHF,500,2.0,1.0,3.5,480,122,0.632,-71.05,13.9,111,0.133,-137.86,4.5
USDCAD,USDCHF,500,2.0,1.0,5.0,240,30,1.256,24.45,43.3,24,0.312,-40.6,25.0
USDCAD,USDCHF,500,2.0,1.0,5.0,480,29,1.375,30.94,48.3,24,0.236,-54.35,20.8
USDCAD,USDCHF,500,2.5,0.0,3.5,240,115,0.863,-22.39,13.0,103,0.207,-106.33,2.9
USDCAD,USDCHF,500,2.5,0.0,3.5,480,113,0.695,-54.67,12.4,103,0.273,-85.57,3.9
USDCAD,USDCHF,500,2.5,0.5,3.5,240,115,0.781,-34.19,13.0,105,0.181,-105.71,3.8
USDCAD,USDCHF,500,2.5,0.5,3.5,480,115,0.909,-13.79,13.0,105,0.168,-115.19,3.8
USDCAD,USDCHF,500,2.5,1.0,3.5,240,115,0.719,-42.75,11.3,105,0.199,-96.95,4.8
USDCAD,USDCHF,500,2.5,1.0,3.5,480,115,0.68,-50.2,10.4,105,0.201,-95.61,4.8
USDCAD,USDCHF,500,3.0,0.0,3.5,240,105,0.217,-86.87,6.7,102,0.1,-113.52,2.0
USDCAD,USDCHF,500,3.0,0.0,3.5,480,104,0.32,-90.79,4.8,102,0.16,-89.0,2.9
USDCAD,USDCHF,500,3.0,0.5,3.5,240,105,0.146,-102.37,5.7,103,0.063,-113.34,1.9
USDCAD,USDCHF,500,3.0,0.5,3.5,480,105,0.323,-81.16,5.7,103,0.061,-116.44,1.9
USDCAD,USDCHF,500,3.0,1.0,3.5,240,105,0.117,-104.76,5.7,103,0.066,-109.82,1.9
USDCAD,USDCHF,500,3.0,1.0,3.5,480,105,0.114,-105.21,5.7,103,0.067,-108.47,1.9
AUDUSD,GBPUSD,200,1.5,0.0,3.5,240,157,0.593,-125.75,14.0,64,0.467,-78.27,18.8
AUDUSD,GBPUSD,200,1.5,0.0,3.5,480,134,0.653,-94.6,9.7,55,0.361,-69.79,14.5
AUDUSD,GBPUSD,200,1.5,0.0,5.0,240,42,1.225,37.9,61.9,28,0.808,-18.9,35.7
AUDUSD,GBPUSD,200,1.5,0.0,5.0,480,25,0.981,-3.32,52.0,18,0.588,-29.14,50.0
AUDUSD,GBPUSD,200,1.5,0.5,3.5,240,183,0.528,-154.76,18.0,79,0.443,-99.32,20.3
AUDUSD,GBPUSD,200,1.5,0.5,3.5,480,182,0.55,-141.53,18.1,79,0.442,-99.84,20.3
AUDUSD,GBPUSD,200,1.5,0.5,5.0,240,67,0.667,-79.87,43.3,40,0.481,-72.52,32.5
AUDUSD,GBPUSD,200,1.5,0.5,5.0,480,66,0.706,-66.64,43.9,40,0.479,-73.04,32.5
AUDUSD,GBPUSD,200,1.5,1.0,3.5,240,185,0.55,-131.93,20.0,81,0.431,-98.9,18.5
AUDUSD,GBPUSD,200,1.5,1.0,3.5,480,185,0.55,-131.93,20.0,81,0.431,-98.9,18.5
AUDUSD,GBPUSD,200,1.5,1.0,5.0,240,69,0.736,-57.04,50.7,42,0.472,-72.09,31.0
AUDUSD,GBPUSD,200,1.5,1.0,5.0,480,69,0.736,-57.04,50.7,42,0.472,-72.09,31.0
AUDUSD,GBPUSD,200,2.0,0.0,3.5,240,150,0.591,-100.8,13.3,63,0.517,-67.03,20.6
AUDUSD,GBPUSD,200,2.0,0.0,3.5,480,133,0.743,-55.58,9.8,55,0.395,-63.69,14.5
AUDUSD,GBPUSD,200,2.0,0.0,5.0,240,35,1.239,29.74,57.1,25,0.613,-39.13,40.0
AUDUSD,GBPUSD,200,2.0,0.5,3.5,240,170,0.537,-124.22,15.9,75,0.391,-105.82,20.0
AUDUSD,GBPUSD,200,2.0,0.5,3.5,480,169,0.567,-110.09,16.0,75,0.391,-105.82,20.0
AUDUSD,GBPUSD,200,2.0,0.5,5.0,240,54,0.737,-49.33,44.4,36,0.418,-79.02,33.3
AUDUSD,GBPUSD,200,2.0,0.5,5.0,480,53,0.797,-35.2,45.3,36,0.418,-79.02,33.3
AUDUSD,GBPUSD,200,2.0,1.0,3.5,240,170,0.507,-124.31,17.1,75,0.362,-97.12,17.3
AUDUSD,GBPUSD,200,2.0,1.0,3.5,480,170,0.507,-124.31,17.1,75,0.362,-97.12,17.3
AUDUSD,GBPUSD,200,2.0,1.0,5.0,240,54,0.72,-49.42,50.0,36,0.39,-70.32,30.6
AUDUSD,GBPUSD,200,2.0,1.0,5.0,480,54,0.72,-49.42,50.0,36,0.39,-70.32,30.6
AUDUSD,GBPUSD,200,2.5,0.0,3.5,240,142,0.705,-57.71,12.0,60,0.375,-88.56,15.0
AUDUSD,GBPUSD,200,2.5,0.0,3.5,480,131,0.66,-67.14,7.6,53,0.363,-57.48,11.3
AUDUSD,GBPUSD,200,2.5,0.0,5.0,240,27,0.785,-28.32,51.9,23,0.754,-21.85,43.5
AUDUSD,GBPUSD,200,2.5,0.5,3.5,240,151,0.478,-105.56,13.2,67,0.286,-100.53,14.9
AUDUSD,GBPUSD,200,2.5,0.5,3.5,480,150,0.462,-107.69,12.7,67,0.286,-100.53,14.9
AUDUSD,GBPUSD,200,2.5,0.5,5.0,240,35,0.75,-30.66,45.7,28,0.285,-73.72,21.4
AUDUSD,GBPUSD,200,2.5,0.5,5.0,480,34,0.728,-32.79,44.1,28,0.285,-73.72,21.4
AUDUSD,GBPUSD,200,2.5,1.0,3.5,240,151,0.445,-96.13,13.9,67,0.249,-95.96,14.9
AUDUSD,GBPUSD,200,2.5,1.0,3.5,480,151,0.445,-96.13,13.9,67,0.249,-95.96,14.9
AUDUSD,GBPUSD,200,2.5,1.0,5.0,240,35,0.785,-21.24,51.4,28,0.236,-69.16,28.6
AUDUSD,GBPUSD,200,2.5,1.0,5.0,480,35,0.785,-21.24,51.4,28,0.236,-69.16,28.6
AUDUSD,GBPUSD,200,3.0,0.0,3.5,240,139,0.252,-165.37,7.9,58,0.15,-127.86,10.3
AUDUSD,GBPUSD,200,3.0,0.0,3.5,480,129,0.334,-151.35,7.0,53,0.322,-59.98,9.4
AUDUSD,GBPUSD,200,3.0,0.5,3.5,240,140,0.415,-88.36,10.0,62,0.197,-93.32,9.7
AUDUSD,GBPUSD,200,3.0,0.5,3.5,480,139,0.392,-96.11,9.4,62,0.197,-93.32,9.7
AUDUSD,GBPUSD,200,3.0,1.0,3.5,240,140,0.266,-96.48,9.3,62,0.241,-77.74,11.3
AUDUSD,GBPUSD,200,3.0,1.0,3.5,480,140,0.266,-96.48,9.3,62,0.241,-77.74,11.3
AUDUSD,GBPUSD,300,1.5,0.0,3.5,240,105,0.66,-84.7,21.0,86,0.831,-23.41,15.1
AUDUSD,GBPUSD,300,1.5,0.0,3.5,480,88,0.434,-137.81,10.2,73,0.752,-24.34,6.8
AUDUSD,GBPUSD,300,1.5,0.0,5.0,240,40,0.928,-14.43,50.0,37,1.273,23.13,37.8
AUDUSD,GBPUSD,300,1.5,0.0,5.0,480,25,0.727,-54.43,40.0,26,1.892,36.56,23.1
AUDUSD,GBPUSD,300,1.5,0.5,3.5,240,112,0.753,-50.87,21.4,92,0.635,-50.71,15.2
AUDUSD,GBPUSD,300,1.5,0.5,3.5,480,109,0.771,-44.4,22.0,92,0.623,-53.43,15.2
AUDUSD,GBPUSD,300,1.5,0.5,5.0,240,46,0.841,-28.92,45.7,43,0.742,-28.55,30.2
AUDUSD,GBPUSD,300,1.5,0.5,5.0,480,43,0.867,-22.44,48.8,43,0.724,-31.27,30.2
AUDUSD,GBPUSD,300,1.5,1.0,3.5,240,112,0.698,-54.22,23.2,92,0.636,-47.28,17.4
AUDUSD,GBPUSD,300,1.5,1.0,3.5,480,110,0.698,-51.63,22.7,92,0.626,-49.37,17.4
AUDUSD,GBPUSD,300,1.5,1.0,5.0,240,46,0.792,-32.27,54.3,43,0.754,-25.12,37.2
AUDUSD,GBPUSD,300,1.5,1.0,5.0,480,44,0.798,-29.68,54.5,43,0.739,-27.2,37.2
AUDUSD,GBPUSD,300,2.0,0.0,3.5,240,102,0.722,-62.07,19.6,80,0.467,-68.58,11.2
AUDUSD,GBPUSD,300,2.0,0.0,3.5,480,85,0.733,-46.49,12.9,73,1.01,0.84,8.2
AUDUSD,GBPUSD,300,2.0,0.0,5.0,240,36,0.985,-2.58,52.8,31,0.661,-27.39,29.0
AUDUSD,GBPUSD,300,2.0,0.5,3.5,240,108,0.691,-62.44,18.5,84,0.403,-80.3,14.3
AUDUSD,GBPUSD,300,2.0,0.5,3.5,480,105,0.701,-55.78,19.0,84,0.404,-79.6,14.3
AUDUSD,GBPUSD,300,2.0,0.5,5.0,240,42,0.774,-40.48,42.9,35,0.456,-58.13,25.7
AUDUSD,GBPUSD,300,2.0,0.5,5.0,480,39,0.793,-33.82,46.2,35,0.456,-57.44,25.7
AUDUSD,GBPUSD,300,2.0,1.0,3.5,240,108,0.615,-71.36,19.4,84,0.436,-69.23,14.3
AUDUSD,GBPUSD,300,2.0,1.0,3.5,480,106,0.607,-68.49,18.9,84,0.426,-71.97,14.3
AUDUSD,GBPUSD,300,2.0,1.0,5.0,240,42,0.696,-49.41,47.6,35,0.507,-47.06,28.6
AUDUSD,GBPUSD,300,2.0,1.0,5.0,480,40,0.693,-46.54,47.5,35,0.493,-49.81,28.6
AUDUSD,GBPUSD,300,2.5,0.0,3.5,240,97,0.436,-128.95,16.5,76,0.429,-66.84,9.2
AUDUSD,GBPUSD,300,2.5,0.0,3.5,480,85,0.414,-107.1,11.8,73,1.051,4.19,8.2
AUDUSD,GBPUSD,300,2.5,0.0,5.0,240,31,0.579,-77.86,45.2,27,0.503,-41.58,22.2
AUDUSD,GBPUSD,300,2.5,0.5,3.5,240,99,0.524,-79.76,14.1,78,0.447,-54.15,10.3
AUDUSD,GBPUSD,300,2.5,0.5,3.5,480,98,0.508,-79.35,14.3,78,0.443,-54.98,10.3
AUDUSD,GBPUSD,300,2.5,0.5,5.0,240,33,0.601,-57.8,36.4,29,0.542,-31.99,20.7
AUDUSD,GBPUSD,300,2.5,0.5,5.0,480,32,0.586,-57.39,37.5,29,0.536,-32.82,20.7
AUDUSD,GBPUSD,300,2.5,1.0,3.5,240,99,0.375,-98.45,14.1,78,0.394,-59.61,9.0
AUDUSD,GBPUSD,300,2.5,1.0,3.5,480,99,0.391,-91.99,14.1,78,0.376,-64.32,9.0
AUDUSD,GBPUSD,300,2.5,1.0,5.0,240,33,0.437,-76.49,42.4,29,0.472,-37.44,20.7
AUDUSD,GBPUSD,300,2.5,1.0,5.0,480,33,0.459,-70.03,42.4,29,0.442,-42.15,20.7
AUDUSD,GBPUSD,300,3.0,0.0,3.5,240,83,0.363,-89.19,10.8,72,0.209,-80.43,6.9
AUDUSD,GBPUSD,300,3.0,0.0,3.5,480,81,0.399,-98.36,9.9,69,0.866,-8.01,5.8
AUDUSD,GBPUSD,300,3.0,0.5,3.5,240,84,0.377,-68.54,8.3,72,0.304,-54.41,8.3
AUDUSD,GBPUSD,300,3.0,0.5,3.5,480,84,0.377,-68.54,8.3,72,0.298,-55.9,8.3
AUDUSD,GBPUSD,300,3.0,1.0,3.5,240,84,0.257,-76.15,8.3,72,0.24,-64.78,6.9
AUDUSD,GBPUSD,300,3.0,1.0,3.5,480,84,0.257,-76.15,8.3,72,0.24,-64.78,6.9
AUDUSD,GBPUSD,500,1.5,0.0,3.5,240,61,0.53,-89.55,23.0,115,0.294,-119.46,7.0
AUDUSD,GBPUSD,500,1.5,0.0,3.5,480,50,0.738,-47.98,14.0,110,0.232,-118.83,3.6
AUDUSD,GBPUSD,500,1.5,0.0,5.0,240,28,0.686,-46.09,50.0,17,0.429,-64.55,47.1
AUDUSD,GBPUSD,500,1.5,0.5,3.5,240,61,0.617,-63.0,24.6,117,0.476,-88.21,6.8
AUDUSD,GBPUSD,500,1.5,0.5,3.5,480,58,0.93,-9.31,25.9,116,0.471,-89.61,6.9
AUDUSD,GBPUSD,500,1.5,0.5,5.0,240,28,0.767,-30.62,50.0,19,0.641,-40.32,42.1
AUDUSD,GBPUSD,500,1.5,0.5,5.0,480,26,1.266,27.06,57.7,17,0.515,-52.21,35.3
AUDUSD,GBPUSD,500,1.5,1.0,3.5,240,61,0.703,-45.08,26.2,118,0.714,-42.04,10.2
AUDUSD,GBPUSD,500,1.5,1.0,3.5,480,59,0.756,-34.47,23.7,117,0.734,-38.75,10.3
AUDUSD,GBPUSD,500,1.5,1.0,5.0,240,28,0.922,-9.0,57.1,19,0.942,-4.99,52.6
AUDUSD,GBPUSD,500,1.5,1.0,5.0,480,26,1.022,2.32,53.8,18,0.984,-1.35,55.6
AUDUSD,GBPUSD,500,2.0,0.0,3.5,240,54,0.374,-102.81,16.7,110,0.258,-101.13,5.5
AUDUSD,GBPUSD,500,2.0,0.0,3.5,480,47,0.553,-71.55,14.9,109,0.216,-120.6,3.7
AUDUSD,GBPUSD,500,2.0,0.5,3.5,240,54,0.5,-69.2,20.4,110,0.337,-88.89,4.5
AUDUSD,GBPUSD,500,2.0,0.5,3.5,480,53,0.89,-12.16,26.4,109,0.336,-89.34,4.6
AUDUSD,GBPUSD,500,2.0,1.0,3.5,240,54,0.648,-44.43,22.2,111,0.505,-61.88,7.2
AUDUSD,GBPUSD,500,2.0,1.0,3.5,480,54,0.735,-30.91,22.2,111,0.505,-61.88,7.2
AUDUSD,GBPUSD,500,2.5,0.0,3.5,240,47,0.33,-61.82,14.9,107,0.199,-91.49,2.8
AUDUSD,GBPUSD,500,2.5,0.0,3.5,480,44,0.267,-109.92,11.4,106,0.255,-77.85,2.8
AUDUSD,GBPUSD,500,2.5,0.5,3.5,240,48,0.424,-51.67,16.7,107,0.32,-71.84,3.7
AUDUSD,GBPUSD,500,2.5,0.5,3.5,480,48,0.663,-31.47,18.8,107,0.304,-81.86,4.7
AUDUSD,GBPUSD,500,2.5,1.0,3.5,240,48,0.49,-43.29,16.7,108,0.674,-25.01,6.5
AUDUSD,GBPUSD,500,2.5,1.0,3.5,480,48,0.545,-38.59,16.7,108,0.674,-25.01,6.5
AUDUSD,GBPUSD,500,3.0,0.0,3.5,240,41,0.144,-70.17,7.3,105,0.19,-84.83,2.9
AUDUSD,GBPUSD,500,3.0,0.0,3.5,480,41,0.296,-82.39,9.8,104,0.248,-76.63,2.9
AUDUSD,GBPUSD,500,3.0,0.5,3.5,240,41,0.382,-43.12,12.2,105,0.289,-74.49,2.9
AUDUSD,GBPUSD,500,3.0,0.5,3.5,480,41,0.38,-43.58,12.2,105,0.321,-72.67,2.9
AUDUSD,GBPUSD,500,3.0,1.0,3.5,240,41,0.406,-36.39,9.8,106,0.531,-35.81,4.7
AUDUSD,GBPUSD,500,3.0,1.0,3.5,480,41,0.406,-36.39,9.8,106,0.531,-35.81,4.7
NZDUSD,GBPUSD,200,1.5,0.0,3.5,240,160,0.585,-118.42,16.2,71,0.371,-111.84,18.3
NZDUSD,GBPUSD,200,1.5,0.0,3.5,480,140,0.435,-164.98,8.6,57,0.428,-63.13,14.0
NZDUSD,GBPUSD,200,1.5,0.0,5.0,240,44,1.201,29.03,52.3,33,0.638,-40.58,39.4
NZDUSD,GBPUSD,200,1.5,0.0,5.0,480,26,1.339,39.64,50.0,20,0.399,-52.11,30.0
NZDUSD,GBPUSD,200,1.5,0.5,3.5,240,189,0.669,-92.88,19.0,91,0.18,-184.89,16.5
NZDUSD,GBPUSD,200,1.5,0.5,3.5,480,189,0.668,-93.6,19.0,91,0.171,-194.21,15.4
NZDUSD,GBPUSD,200,1.5,0.5,5.0,240,68,0.976,-4.75,51.5,51,0.241,-124.25,27.5
NZDUSD,GBPUSD,200,1.5,0.5,5.0,480,67,0.986,-2.73,52.2,51,0.208,-148.61,25.5
NZDUSD,GBPUSD,200,1.5,1.0,3.5,240,195,0.658,-96.44,18.5,94,0.181,-191.83,14.9
NZDUSD,GBPUSD,200,1.5,1.0,3.5,480,195,0.658,-96.44,18.5,94,0.181,-191.83,14.9
NZDUSD,GBPUSD,200,1.5,1.0,5.0,240,73,0.971,-5.57,43.8,54,0.216,-146.23,24.1
NZDUSD,GBPUSD,200,1.5,1.0,5.0,480,73,0.971,-5.57,43.8,54,0.216,-146.23,24.1
NZDUSD,GBPUSD,200,2.0,0.0,3.5,240,157,0.458,-168.52,13.4,68,0.428,-79.16,17.6
NZDUSD,GBPUSD,200,2.0,0.0,3.5,480,140,0.581,-100.42,9.3,56,0.187,-104.78,8.9
NZDUSD,GBPUSD,200,2.0,0.0,5.0,240,39,0.742,-50.08,46.2,30,0.798,-16.05,36.7
NZDUSD,GBPUSD,200,2.0,0.0,5.0,480,25,0.598,-63.77,48.0,18,0.544,-27.19,33.3
NZDUSD,GBPUSD,200,2.0,0.5,3.5,240,176,0.454,-148.77,13.6,78,0.132,-167.71,12.8
NZDUSD,GBPUSD,200,2.0,0.5,3.5,480,176,0.453,-149.49,13.6,78,0.127,-173.89,12.8
NZDUSD,GBPUSD,200,2.0,0.5,5.0,240,54,0.687,-58.36,44.4,38,0.181,-111.16,21.1
NZDUSD,GBPUSD,200,2.0,0.5,5.0,480,54,0.686,-58.62,44.4,38,0.16,-128.29,21.1
NZDUSD,GBPUSD,200,2.0,1.0,3.5,240,177,0.394,-154.55,11.3,79,0.133,-157.66,12.7
NZDUSD,GBPUSD,200,2.0,1.0,3.5,480,177,0.394,-154.55,11.3,79,0.133,-157.66,12.7
NZDUSD,GBPUSD,200,2.0,1.0,5.0,240,55,0.615,-63.68,30.9,39,0.167,-112.06,20.5
NZDUSD,GBPUSD,200,2.0,1.0,5.0,480,55,0.615,-63.68,30.9,39,0.167,-112.06,20.5
NZDUSD,GBPUSD,200,2.5,0.0,3.5,240,152,0.334,-187.93,11.2,62,0.314,-91.3,12.9
NZDUSD,GBPUSD,200,2.5,0.0,3.5,480,137,0.264,-194.19,5.8,55,0.298,-79.09,10.9
NZDUSD,GBPUSD,200,2.5,0.0,5.0,240,33,0.532,-77.33,42.4,23,0.572,-32.28,34.8
NZDUSD,GBPUSD,200,2.5,0.5,3.5,240,164,0.335,-156.94,12.2,66,0.054,-156.61,7.6
NZDUSD,GBPUSD,200,2.5,0.5,3.5,480,164,0.334,-157.66,12.2,66,0.054,-158.04,7.6
NZDUSD,GBPUSD,200,2.5,0.5,5.0,240,42,0.557,-66.53,47.6,26,0.086,-99.56,19.2
NZDUSD,GBPUSD,200,2.5,0.5,5.0,480,42,0.556,-66.79,47.6,26,0.077,-112.44,19.2
NZDUSD,GBPUSD,200,2.5,1.0,3.5,240,164,0.31,-153.51,10.4,66,0.081,-125.35,6.1
NZDUSD,GBPUSD,200,2.5,1.0,3.5,480,164,0.31,-153.51,10.4,66,0.081,-125.35,6.1
NZDUSD,GBPUSD,200,2.5,1.0,5.0,240,42,0.529,-62.64,33.3,26,0.124,-79.75,15.4
NZDUSD,GBPUSD,200,2.5,1.0,5.0,480,42,0.529,-62.64,33.3,26,0.124,-79.75,15.4
NZDUSD,GBPUSD,200,3.0,0.0,3.5,240,146,0.357,-147.74,10.3,57,0.476,-51.03,15.8
NZDUSD,GBPUSD,200,3.0,0.0,3.5,480,135,0.294,-159.04,6.7,53,0.336,-60.85,11.3
NZDUSD,GBPUSD,200,3.0,0.0,5.0,240,26,0.415,-79.69,38.5,17,0.976,-1.1,41.2
NZDUSD,GBPUSD,200,3.0,0.5,3.5,240,151,0.259,-144.2,8.6,58,0.124,-95.35,10.3
NZDUSD,GBPUSD,200,3.0,0.5,3.5,480,151,0.258,-144.92,8.6,58,0.122,-96.78,10.3
NZDUSD,GBPUSD,200,3.0,0.5,5.0,240,29,0.502,-53.79,44.8,18,0.205,-46.39,22.2
NZDUSD,GBPUSD,200,3.0,0.5,5.0,480,29,0.501,-54.05,44.8,18,0.183,-53.4,22.2
NZDUSD,GBPUSD,200,3.0,1.0,3.5,240,151,0.257,-135.36,7.9,58,0.149,-69.39,12.1
NZDUSD,GBPUSD,200,3.0,1.0,3.5,480,151,0.257,-135.36,7.9,58,0.149,-69.39,12.1
NZDUSD,GBPUSD,200,3.0,1.0,5.0,240,29,0.516,-44.48,31.0,18,0.308,-26.01,27.8
NZDUSD,GBPUSD,200,3.0,1.0,5.0,480,29,0.516,-44.48,31.0,18,0.308,-26.01,27.8
NZDUSD,GBPUSD,300,1.5,0.0,3.5,240,125,0.981,-4.02,22.4,47,0.649,-43.0,27.7
NZDUSD,GBPUSD,300,1.5,0.0,3.5,480,105,0.673,-62.76,12.4,36,0.204,-69.63,11.1
NZDUSD,GBPUSD,300,1.5,0.0,5.0,240,46,1.29,46.67,56.5,24,0.798,-22.77,54.2
NZDUSD,GBPUSD,300,1.5,0.0,5.0,480,29,1.121,19.1,44.8,13,1.539,20.85,61.5
